316, 46, 28
5, 62, 37
365, 71, 47
481, 127, 75
626, 147, 87
476, 162, 101
694, 176, 110
540, 177, 112
613, 186, 118
303, 235, 144
287, 256, 158
299, 276, 172
344, 293, 179
619, 326, 198
521, 352, 218
489, 392, 248
501, 418, 257
599, 429, 270
467, 496, 314
333, 503, 324
377, 524, 336
524, 562, 353
480, 568, 363
741, 582, 369
599, 576, 370
191, 592, 376
280, 599, 381
450, 615, 396
253, 641, 411
178, 641, 414
364, 653, 423
283, 657, 427
600, 659, 431
0, 0, 558
